GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
BRMO service,nl.b3p.brmo.service.scanner,BerichtTransformatieUitvoeren.new ProgressUpdateListener() {...},46,0,0,0,13,0,4,0,4,0
BRMO service,nl.b3p.brmo.service.scanner,LaadprocesTransformatieUitvoeren.new ProgressUpdateListener() {...},18,0,0,0,8,0,6,0,6,0
BRMO service,nl.b3p.brmo.service.scanner,LaadprocesTransformatieUitvoeren.new ProgressUpdateListener() {...},46,0,0,0,13,0,4,0,4,0
BRMO service,nl.b3p.brmo.service.scanner,BerichtDoorsturenProces,259,0,16,0,65,0,13,0,5,0
BRMO service,nl.b3p.brmo.service.scanner,LaadprocesTransformatieUitvoeren,370,0,22,0,92,0,15,0,4,0
BRMO service,nl.b3p.brmo.service.scanner,GDS2OphalenProces.new ProgressUpdateListener() {...},17,0,0,0,8,0,6,0,6,0
BRMO service,nl.b3p.brmo.service.scanner,BerichtTransformatieUitvoeren.new ProgressUpdateListener() {...},18,0,0,0,8,0,6,0,6,0
BRMO service,nl.b3p.brmo.service.scanner,LaadprocesStatusRapport,258,0,8,0,59,0,8,0,4,0
BRMO service,nl.b3p.brmo.service.scanner,MaterializedViewRefreshUitvoeren,230,0,6,0,63,0,8,0,5,0
BRMO service,nl.b3p.brmo.service.scanner,BGTLoader.new BGTDatabase() {...},12,0,0,0,3,0,2,0,2,0
BRMO service,nl.b3p.brmo.service.scanner,TopNLDirectoryScanner.new ProgressUpdateListener() {...},14,0,0,0,7,0,6,0,6,0
BRMO service,nl.b3p.brmo.service.scanner,BGTLoader.new ProgressUpdateListener() {...},28,0,0,0,10,0,6,0,6,0
BRMO service,nl.b3p.brmo.service.scanner,MailRapportage,492,0,18,0,101,0,14,0,5,0
BRMO service,nl.b3p.brmo.service.scanner,BRK2DirectoryScanner,800,0,34,0,190,0,23,0,6,0
BRMO service,nl.b3p.brmo.service.scanner,AbstractExecutableProces,198,0,18,0,44,0,24,0,9,0
BRMO service,nl.b3p.brmo.service.scanner,AfgifteNummerScanner,604,0,36,0,157,0,26,0,8,0
BRMO service,nl.b3p.brmo.service.scanner,BerichtstatusRapport.new ProgressUpdateListener() {...},14,0,0,0,7,0,6,0,6,0
BRMO service,nl.b3p.web.stripes,DirectResponseResolution,45,0,0,0,16,0,5,0,5,0
BRMO service,nl.b3p.brmo.service.jobs,NHREmailJob,288,0,30,0,83,0,20,0,5,0
BRMO service,nl.b3p.brmo.service.jobs,GeplandeTakenInit,339,0,10,0,99,0,16,0,11,0
BRMO service,nl.b3p.brmo.service.jobs,AutomatischProcesJob,131,0,6,0,32,0,6,0,3,0
BRMO service,nl.b3p.brmo.service.jobs,GeplandeTakenContextListener,60,0,12,0,19,0,9,0,3,0
BRMO service,nl.b3p.brmo.service.jobs,NHRJob,372,0,28,0,106,0,22,0,8,0
BRMO service,nl.b3p.brmo.service.util,TrustManagerDelegate,39,0,0,0,15,0,4,0,4,0
